time_s,pos_x,pos_y,theta,lateral_error,angular_w,target_y
10.9900001,5.25176423253809,-0.0018086750717085543,-0.0016219378392614303,0.0029222415540888346,-0.13202985233829578,0.0
11.0000001,5.256764216125964,-0.0017958641003832279,0.002562197068472574,0.003535783942529345,0.19820585230227056,0.0
11.0100001,5.261764212270184,-0.0017896546092539421,0.0012418985450896162,0.0023654792100816116,-0.3416295028939937,0.0
11.0200001,5.266764186285458,-0.0017735348518379366,0.0032239570681123217,0.0038994481073455424,0.45837049710600636,0.0
11.0300001,5.271764186192974,-0.0017744965416361452,-0.00019233796082761528,0.004145942386231177,0.09053205321061503,0.0
11.0400001,5.2767641379827905,-0.0017525397771545642,0.004391367010232449,0.0036352638201132864,-0.138662514554914,0.0
11.0500001,5.281764067845708,-0.0017260564632743923,0.005296687542338599,0.0019163956774615786,-0.507994860085666,0.0
11.0600001,5.286764029624287,-0.0017065062011065175,0.0039100623967894595,0.00042455942712959615,-0.4458526373910763,0.0
11.0700001,5.291764026202703,-0.0017123556307925656,-0.0011698862040672,-0.0006353970328446224,-0.3205285261236441,0.0
11.0800001,5.296763947005341,-0.001740497545097157,-0.0056284125779779625,0.00164964911110402,0.47947147387635597,0.0
11.0900001,5.301763751921066,-0.0017846654598532214,-0.008833697839214404,0.0024425731603010207,0.24764750740030425,0.0
11.1000001,5.30676371113766,-0.001804860320447617,-0.004038983100450844,0.0010460795524913796,-0.4147637641329267,0.0
11.1100001,5.311763705034083,-0.0018126728574008929,-0.0015625080264478016,-0.00043912569319880907,-0.4473180764798517,0.0
11.1200001,5.316763623519895,-0.0018412234305869816,-0.0057101456677770696,-0.0016756173302692958,-0.3776499604422232,0.0
11.1300001,5.321763364271792,-0.0018921391827441318,-0.010183326432575586,-0.0026919521389763956,-0.3156682511680355,0.0
11.1400001,5.326762877087846,-0.0019619360459133517,-0.013959826036997818,-0.0013897564314784647,0.3850996865234653,0.0
